Water System Name,Source,County,Testing Date,PFAS Measured,Result,State Action Level (SAL),Calculation_result_range_bins_text
ROY CITY OF,1,Pierce,3/15/2022,(PFOA) PFoctanoic acid,3.9ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,3/15/2022,(PFOS) PFoctane sulfonic acid,15.7ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
ROY CITY OF,1,Pierce,3/15/2022,(PFPeA) PFpentanoic acid,2.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,3/15/2022,(PFUnA) PFundecanoic acid,2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,8/24/2022,(PFBS) PFbutane sulfonic acid,2.4ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,8/24/2022,(PFHxA) PFhexanoic acid,2.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,8/24/2022,(PFHxS) PFhexane sulfonic acid,12.2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,8/24/2022,(PFNA) PFnonanoic acid,7.3ng/L,9ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,8/24/2022,(PFOA) PFoctanoic acid,2.6ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,8/24/2022,(PFOS) PFoctane sulfonic acid,10.8ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,11/30/2022,(PFBS) PFbutane sulfonic acid,2.6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,11/30/2022,(PFHxS) PFhexane sulfonic acid,10.5ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,11/30/2022,(PFNA) PFnonanoic acid,6.8ng/L,9ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,11/30/2022,(PFOS) PFoctane sulfonic acid,12.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,3/21/2023,(PFBS) PFbutane sulfonic acid,2.4ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,3/21/2023,(PFHxA) PFhexanoic acid,2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,3/21/2023,(PFHxS) PFhexane sulfonic acid,11.3ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,3/21/2023,(PFNA) PFnonanoic acid,7.2ng/L,9ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,3/21/2023,(PFOA) PFoctanoic acid,2.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,3/21/2023,(PFOS) PFoctane sulfonic acid,9.7ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,6/20/2023,(PFHxA) PFhexanoic acid,1.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,6/20/2023,(PFHxS) PFhexane sulfonic acid,9ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,6/20/2023,(PFNA) PFnonanoic acid,7.2ng/L,9ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,6/20/2023,(PFOA) PFoctanoic acid,2.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,6/20/2023,(PFOS) PFoctane sulfonic acid,10.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,9/12/2023,(PFHxS) PFhexane sulfonic acid,9.7ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,9/12/2023,(PFNA) PFnonanoic acid,7.5ng/L,9ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,9/12/2023,(PFOS) PFoctane sulfonic acid,10.1ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,11/16/2023,(PFHxS) PFhexane sulfonic acid,10.2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,11/16/2023,(PFNA) PFnonanoic acid,5.9ng/L,9ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,11/16/2023,(PFOS) PFoctane sulfonic acid,10ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,2/22/2024,(PFBA) PFbutanoic acid,2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,2/22/2024,(PFBS) PFbutane sulfonic acid,2.2ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,2/22/2024,(PFHpA) PFheptanoic acid,2.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,2/22/2024,(PFHxA) PFhexanoic acid,4.2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,2/22/2024,(PFHxS) PFhexane sulfonic acid,14.7ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,2/22/2024,(PFNA) PFnonanoic acid,12.6ng/L,9ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
ROY CITY OF,1,Pierce,2/22/2024,(PFOA) PFoctanoic acid,4.3ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,2/22/2024,(PFOS) PFoctane sulfonic acid,14ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,2/22/2024,(PFPeA) PFpentanoic acid,2.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,2/22/2024,(PFUnA) PFundecanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,5/14/2024,(PFBS) PFbutane sulfonic acid,2.5ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,5/14/2024,(PFHxA) PFhexanoic acid,3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,5/14/2024,(PFHxS) PFhexane sulfonic acid,13.2ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,5/14/2024,(PFNA) PFnonanoic acid,10.2ng/L,9ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
ROY CITY OF,1,Pierce,5/14/2024,(PFOA) PFoctanoic acid,3.4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,5/14/2024,(PFOS) PFoctane sulfonic acid,13ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,5/14/2024,(PFUnA) PFundecanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,7/31/2024,(PFHxA) PFhexanoic acid,2.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,7/31/2024,(PFHxS) PFhexane sulfonic acid,11.6ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,7/31/2024,(PFNA) PFnonanoic acid,7.3ng/L,9ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,7/31/2024,(PFOA) PFoctanoic acid,2.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
ROY CITY OF,1,Pierce,7/31/2024,(PFOS) PFoctane sulfonic acid,9.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,8,Pierce,5/4/2022,(PFBS) PFbutane sulfonic acid,4.7ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,8,Pierce,5/4/2022,(PFHxA) PFhexanoic acid,6.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,8,Pierce,9/29/2022,(PFBS) PFbutane sulfonic acid,5.6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,8,Pierce,9/29/2022,(PFHxA) PFhexanoic acid,7.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,8,Pierce,2/28/2023,(PFBS) PFbutane sulfonic acid,6.5ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,8,Pierce,2/28/2023,(PFHxA) PFhexanoic acid,7.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,14,Pierce,11/7/2023,(PFBS) PFbutane sulfonic acid,2.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,3,Pierce,11/7/2023,(PFBS) PFbutane sulfonic acid,3.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,3,Pierce,11/7/2023,(PFHxS) PFhexane sulfonic acid,6.3ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,3,Pierce,11/7/2023,(PFOA) PFoctanoic acid,3ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,3,Pierce,11/7/2023,(PFOS) PFoctane sulfonic acid,5.7ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,8,Pierce,11/8/2023,(PFBS) PFbutane sulfonic acid,8.4ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,8,Pierce,11/8/2023,(PFHpA) PFheptanoic acid,2.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,8,Pierce,11/8/2023,(PFHxA) PFhexanoic acid,9.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,8,Pierce,11/8/2023,(PFHxS) PFhexane sulfonic acid,2.6ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,8,Pierce,12/13/2023,(PFBS) PFbutane sulfonic acid,8.7ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,8,Pierce,12/13/2023,(PFHpA) PFheptanoic acid,3.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,8,Pierce,12/13/2023,(PFHxA) PFhexanoic acid,9.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,8,Pierce,12/13/2023,(PFHxS) PFhexane sulfonic acid,3.5ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,8,Pierce,12/13/2023,(PFOA) PFoctanoic acid,2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,3,Pierce,4/17/2024,(PFBS) PFbutane sulfonic acid,3.7ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,3,Pierce,4/17/2024,(PFHxS) PFhexane sulfonic acid,5.6ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,3,Pierce,4/17/2024,(PFOS) PFoctane sulfonic acid,5.9ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,14,Pierce,4/29/2024,(PFBS) PFbutane sulfonic acid,2.5ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,8,Pierce,4/29/2024,(PFBS) PFbutane sulfonic acid,9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,8,Pierce,4/29/2024,(PFHpA) PFheptanoic acid,4.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,8,Pierce,4/29/2024,(PFHxA) PFhexanoic acid,9.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,8,Pierce,4/29/2024,(PFHxS) PFhexane sulfonic acid,10ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,8,Pierce,4/29/2024,(PFOA) PFoctanoic acid,5ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,8,Pierce,4/29/2024,(PFOS) PFoctane sulfonic acid,2.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,14,Pierce,7/9/2024,(PFBS) PFbutane sulfonic acid,2.8ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,3,Pierce,7/9/2024,(PFBS) PFbutane sulfonic acid,3.5ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,3,Pierce,7/9/2024,(PFHxS) PFhexane sulfonic acid,5.6ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,3,Pierce,7/9/2024,(PFOA) PFoctanoic acid,2.9ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,3,Pierce,7/9/2024,(PFOS) PFoctane sulfonic acid,5.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,14,Pierce,9/26/2024,(PFBS) PFbutane sulfonic acid,3.3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,3,Pierce,9/26/2024,(PFBS) PFbutane sulfonic acid,4ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,3,Pierce,9/26/2024,(PFHxS) PFhexane sulfonic acid,6ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,3,Pierce,9/26/2024,(PFOA) PFoctanoic acid,2.9ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,3,Pierce,9/26/2024,(PFOS) PFoctane sulfonic acid,5.4ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,14,Pierce,12/10/2024,(PFBS) PFbutane sulfonic acid,3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,3,Pierce,12/10/2024,(PFBS) PFbutane sulfonic acid,4.3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,8,Pierce,12/10/2024,(PFHxA) PFhexanoic acid,3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,3,Pierce,12/10/2024,(PFHxS) PFhexane sulfonic acid,6.6ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,3,Pierce,12/10/2024,(PFOA) PFoctanoic acid,3.2ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
LAKEWOOD WATER DISTRICT,3,Pierce,12/10/2024,(PFOS) PFoctane sulfonic acid,6.3ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,12/31/2023,(PFBS) PFbutane sulfonic acid,19.6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,12/31/2023,(PFHpA) PFheptanoic acid,4.5ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,12/31/2023,(PFHxA) PFhexanoic acid,6.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,12/31/2023,(PFHxS) PFhexane sulfonic acid,4.8ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,12/31/2023,(PFOA) PFoctanoic acid,10.4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,12/31/2023,(PFOS) PFoctane sulfonic acid,31.8ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,2/20/2024,(PFBS) PFbutane sulfonic acid,17.7ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,2/20/2024,(PFHpA) PFheptanoic acid,3.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,2/20/2024,(PFHxA) PFhexanoic acid,5.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,2/20/2024,(PFHxS) PFhexane sulfonic acid,3.9ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,2/20/2024,(PFOA) PFoctanoic acid,9.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,2/20/2024,(PFOS) PFoctane sulfonic acid,26.6ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,9/3/2024,(PFBS) PFbutane sulfonic acid,20ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,9/3/2024,(PFHpA) PFheptanoic acid,3.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,9/3/2024,(PFHxA) PFhexanoic acid,6.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,9/3/2024,(PFHxS) PFhexane sulfonic acid,4ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,9/3/2024,(PFOA) PFoctanoic acid,7.9ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,9/3/2024,(PFOS) PFoctane sulfonic acid,25.8ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,9/3/2024,(PFPeA) PFpentanoic acid,9.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,12/5/2024,(PFBA) PFbutanoic acid,3.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,12/5/2024,(PFBS) PFbutane sulfonic acid,17.5ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,12/5/2024,(PFHpA) PFheptanoic acid,3.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,12/5/2024,(PFHxA) PFhexanoic acid,5.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,12/5/2024,(PFHxS) PFhexane sulfonic acid,3.6ng/L,65ng/L,PFAS Detected: Lower than State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,12/5/2024,(PFOA) PFoctanoic acid,7.5ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,12/5/2024,(PFOS) PFoctane sulfonic acid,24.4ng/L,15ng/L,PFAS Detected: At or Exceeding State Action Level (SAL)
Laurel Lane MHC LLC,1,Pierce,12/5/2024,(PFPeA) PFpentanoic acid,8.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
WILDERWOOD HOA,3,Kitsap,4/19/2022,(PFBS) PFbutane sulfonic acid,3.4ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
WILDERWOOD HOA,3,Kitsap,4/19/2022,(PFOA) PFoctanoic acid,2.6ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
WILDERWOOD HOA,3,Kitsap,2/14/2023,(PFBS) PFbutane sulfonic acid,3.6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
WILDERWOOD HOA,3,Kitsap,2/14/2023,(PFOA) PFoctanoic acid,2.1ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
WILDERWOOD HOA,3,Kitsap,5/17/2023,(PFBS) PFbutane sulfonic acid,3.7ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
WILDERWOOD HOA,3,Kitsap,5/17/2023,(PFOA) PFoctanoic acid,3.3ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
WILDERWOOD HOA,3,Kitsap,5/13/2024,(PFBS) PFbutane sulfonic acid,3.9ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
WILDERWOOD HOA,3,Kitsap,5/13/2024,(PFHxA) PFhexanoic acid,2.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
WILDERWOOD HOA,3,Kitsap,5/13/2024,(PFOA) PFoctanoic acid,4ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,3,Pierce,9/29/2023,(PFBA) PFbutanoic acid,3.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,3,Pierce,9/29/2023,(PFBS) PFbutane sulfonic acid,4.3ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,3,Pierce,9/29/2023,(PFHpA) PFheptanoic acid,2.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,3,Pierce,9/29/2023,(PFHxA) PFhexanoic acid,9.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,3,Pierce,9/29/2023,(PFOA) PFoctanoic acid,5.7ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,3,Pierce,9/29/2023,(PFOS) PFoctane sulfonic acid,6.5ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,3,Pierce,9/29/2023,(PFPeA) PFpentanoic acid,10ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,2,Pierce,10/26/2023,(6:2FTS) H-PFoctane sulfonic acid,5.1ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,2,Pierce,10/26/2023,(PFBA) PFbutanoic acid,5.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,2,Pierce,10/26/2023,(PFBS) PFbutane sulfonic acid,4.5ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,2,Pierce,10/26/2023,(PFHpA) PFheptanoic acid,4.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,2,Pierce,10/26/2023,(PFHxA) PFhexanoic acid,14ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,2,Pierce,10/26/2023,(PFOA) PFoctanoic acid,5.6ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,2,Pierce,10/26/2023,(PFOS) PFoctane sulfonic acid,6ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,2,Pierce,10/26/2023,(PFPeA) PFpentanoic acid,19ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,3,Pierce,4/17/2024,(PFBA) PFbutanoic acid,2.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,2,Pierce,4/17/2024,(PFBA) PFbutanoic acid,2.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,2,Pierce,4/17/2024,(PFBS) PFbutane sulfonic acid,3.5ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,3,Pierce,4/17/2024,(PFBS) PFbutane sulfonic acid,4.6ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,3,Pierce,4/17/2024,(PFHpA) PFheptanoic acid,2.3ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,2,Pierce,4/17/2024,(PFHpA) PFheptanoic acid,2ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,2,Pierce,4/17/2024,(PFHxA) PFhexanoic acid,7.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,3,Pierce,4/17/2024,(PFHxA) PFhexanoic acid,7.9ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,2,Pierce,4/17/2024,(PFOA) PFoctanoic acid,3.9ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,3,Pierce,4/17/2024,(PFOA) PFoctanoic acid,5.3ng/L,10ng/L,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,2,Pierce,4/17/2024,(PFOS) PFoctane sulfonic acid,5.2ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,3,Pierce,4/17/2024,(PFOS) PFoctane sulfonic acid,6.7ng/L,15ng/L,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,3,Pierce,4/17/2024,(PFPeA) PFpentanoic acid,8.7ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,2,Pierce,4/17/2024,(PFPeA) PFpentanoic acid,9.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,3,Pierce,12/17/2024,(PFBA) PFbutanoic acid,3.6ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,2,Pierce,12/17/2024,(PFBA) PFbutanoic acid,4.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,2,Pierce,12/17/2024,(PFBS) PFbutane sulfonic acid,4.7ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,3,Pierce,12/17/2024,(PFBS) PFbutane sulfonic acid,5.7ng/L,345ng/L,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,3,Pierce,12/17/2024,(PFHpA) PFheptanoic acid,2.8ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,2,Pierce,12/17/2024,(PFHpA) PFheptanoic acid,3.4ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
LOVELAND MOBILE ESTATES,2,Pierce,12/17/2024,(PFHxA) PFhexanoic acid,11ng/L,None,PFAS Detected: Lower than State Action Level (SAL)
